 Epoch \ PRN        R01        R02        R03        R04        R05        R06        R07        R08        R09        R10        R11        R12        R13        R14        R15        R16        R17        R18        R19        R20        R21        R22        R23        R24
 Epoch 0037:   69.40035   71.52051    0.00000    0.00000    0.00000    0.00000    0.00000   85.86142    0.00000    0.00000   71.02316   71.94606    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   76.17984   95.41159    0.00000    0.00000
 Epoch 0038:   69.42719   71.57839    0.00000    0.00000    0.00000    0.00000    0.00000   86.12318    0.00000    0.00000   71.06883   71.92457    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   76.11778   95.26761    0.00000    0.00000
 Epoch 0039:   69.44011   71.48711    0.00000    0.00000    0.00000    0.00000    0.00000   86.34633    0.00000    0.00000   71.14473   71.84061    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   76.04937   95.08034    0.00000    0.00000
 Epoch 0040:   69.42011   71.38050    0.00000    0.00000    0.00000    0.00000    0.00000   86.53972    0.00000    0.00000   71.11878   71.72808    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   75.98297   94.90652    0.00000    0.00000
 Epoch 0041:   69.39734   71.34005    0.00000    0.00000    0.00000    0.00000    0.00000   86.74674    0.00000    0.00000   71.03424   71.62500    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   75.85390   94.71722    0.00000    0.00000
 Epoch 0042:   69.38823   71.25519    0.00000    0.00000    0.00000    0.00000    0.00000   86.96488    0.00000    0.00000   71.01866   71.50847    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   75.68368   94.56452    0.00000    0.00000
 Epoch 0043:   69.36658   71.23662    0.00000    0.00000    0.00000    0.00000    0.00000   87.19740    0.00000    0.00000   71.00103   71.44405    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   75.53433   94.35490    0.00000    0.00000
 Epoch 0044:   69.32261   71.07606    0.00000    0.00000    0.00000    0.00000    0.00000   87.35146    0.00000    0.00000   70.91040   71.32121    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   75.37833   94.00174    0.00000    0.00000
 Epoch 0045:   69.33314   71.07052    0.00000    0.00000    0.00000    0.00000    0.00000   87.53861    0.00000    0.00000   70.84061   71.19118    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   75.17299   93.70503    0.00000    0.00000
 Epoch 0046:   69.34513   71.01187    0.00000    0.00000    0.00000    0.00000    0.00000   87.71750    0.00000    0.00000   70.80700   71.09167    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   75.00176   93.34103    0.00000    0.00000
