       PRN01       PRN02       PRN03       PRN04       PRN05       PRN06       PRN07       PRN08       PRN09       PRN10       PRN11       PRN12       PRN13       PRN14       PRN15       PRN16       PRN17       PRN18       PRN19       PRN20       PRN21       PRN22       PRN23       PRN24       PRN25       PRN26       PRN27       PRN28       PRN29       PRN30       PRN31       PRN32       PRN33       PRN34       PRN35       PRN36
         nan   26.530595   83.652657  114.924357   97.014677         nan  194.536326  103.644653  105.687535  113.432775  111.658117  114.403081  158.538567         nan  111.941022         nan         nan  147.196195  143.855818         nan  151.043749         nan         nan  112.816138   94.991926  136.808887  189.462060         nan         nan   72.516794  115.962138         nan  116.993843   29.500082         nan   93.715824
         nan   26.454593   83.587725  114.967345   96.958346         nan  194.346025  103.269525  105.674264  113.433285  111.665281  114.403190  158.429243         nan  111.934065         nan         nan  147.505743  143.909399         nan  151.114056         nan         nan  112.829766   95.141563  137.027546  188.965743         nan         nan   72.503147  115.967029         nan  117.004534   29.080795         nan   93.818523
         nan   26.377579   83.522200  115.010584   96.901792         nan  194.154884  102.899839  105.661169  113.433793  111.672364  114.403316  158.321762         nan  111.926641         nan         nan  147.815429  143.962223         nan  151.184584         nan         nan  112.843309   95.290513  137.248253  188.465259         nan         nan   72.489928  115.971892         nan  117.015356   28.660705         nan   93.920722
         nan   26.299546   83.456082  115.054074   96.845017         nan  193.962905  102.535434  105.648254  113.434298  111.679366  114.403459  158.216095         nan  111.918746         nan         nan  148.125204  144.014286         nan  151.255338         nan         nan  112.856766   95.438768  137.471016  187.960667         nan         nan   72.477130  115.976728         nan  117.026309   28.239880         nan   94.022424
         nan   26.220483   83.389372  115.097810   96.788022         nan  193.770090  102.176151  105.635521  113.434800  111.686290  114.403620  158.112216         nan  111.910372         nan         nan  148.435017  144.065587         nan  151.326321         nan         nan  112.870139   95.586320  137.695841  187.452031         nan         nan   72.464745  115.981536         nan  117.037396   27.818389         nan   94.123635
         nan   26.140381   83.322071  115.141790   96.730810         nan  193.576443  101.821839  105.622974  113.435300  111.693134  114.403799  158.010098         nan  111.901515         nan         nan  148.744818  144.116123         nan  151.397537         nan         nan  112.883428   95.733162  137.922735  186.939419         nan         nan   72.452766  115.986316         nan  117.048617   27.396298         nan   94.224358
         nan   26.059231   83.254180  115.186012   96.673384         nan  193.381966  101.472349  105.610616  113.435798  111.699902  114.403995  157.909715         nan  111.892167         nan         nan  149.054558  144.165893         nan  151.468990         nan         nan  112.896632   95.879287  138.151703  186.422903         nan         nan   72.441184  115.991070         nan  117.059974   26.973678         nan   94.324597
         nan   25.977025   83.185700  115.230472   96.615746         nan  193.186662  101.127540  105.598451  113.436295  111.706594  114.404210  157.811041         nan  111.882322         nan         nan  149.364187  144.214895         nan  151.540685         nan         nan  112.909752   96.024688  138.382752  185.902560         nan         nan   72.429994  115.995796         nan  117.071468   26.550597         nan   94.424358
         nan   25.893752   83.116633  115.275168   96.557900         nan  192.990534  100.787270  105.586482  113.436790  111.713210  114.404443  157.714052         nan  111.871975         nan         nan  149.673657  144.263127         nan  151.612625         nan         nan  112.922789   96.169358  138.615887  185.378471         nan         nan   72.419188  116.000496         nan  117.083101   26.127124         nan   94.523644
         nan   25.809402   83.046980  115.320096   96.499847         nan  192.793586  100.451406  105.574712  113.437283  111.719753  114.404694  157.618722         nan  111.861118         nan         nan  149.982920  144.310586         nan  151.684814         nan         nan  112.935742   96.313291  138.851112  184.850719         nan         nan   72.408758  116.005169         nan  117.094873   25.703330         nan   94.622459
         nan   25.723968   82.976741  115.365253   96.441590         nan  192.595822  100.119816  105.563145  113.437775  111.726222  114.404964  157.525027         nan  111.849745         nan         nan  150.291929  144.357271         nan  151.757258         nan         nan  112.948613   96.456479  139.088434  184.319394         nan         nan   72.398697  116.009816         nan  117.106787   25.279283         nan   94.720807
         nan   25.637439   82.905918  115.410637   96.383132         nan  192.397243   99.792373  105.551784  113.438267  111.732619  114.405252  157.432942         nan  111.837850         nan         nan  150.600638  144.403181         nan  151.829959         nan         nan  112.961401   96.598918  139.327855  183.784589         nan         nan   72.388999  116.014436         nan  117.118843   24.855054         nan   94.818692
         nan   25.549805   82.834513  115.456244   96.324476         nan  192.197855   99.468954  105.540632  113.438757  111.738946  114.405559  157.342446         nan  111.825425         nan         nan  150.908999  144.448313         nan  151.902924         nan         nan  112.974107   96.740599  139.569381  183.246402         nan         nan   72.379657  116.019031         nan  117.131044   24.430712         nan   94.916118
         nan   25.461057   82.762526  115.502070   96.265625         nan  191.997661   99.149438  105.529693  113.439247  111.745202  114.405885  157.253513         nan  111.812464         nan         nan  151.216969  144.492667         nan  151.976155         nan         nan  112.986731   96.881519  139.813014  182.704933         nan         nan   72.370663  116.023599         nan  117.143390   24.664426         nan   95.013089
         nan   25.371185   82.689959  115.548113   96.206582         nan  191.796665   98.833710  105.518970  113.439737  111.751388  114.406230  157.166123         nan  111.798960         nan         nan  151.524501  144.536240         nan  152.049657         nan         nan  112.999274   97.021671  140.058759  182.160288         nan         nan   72.362012  116.028141         nan  117.155883   25.088782         nan   95.109608
         nan   25.280180   82.616813  115.594369   96.147349         nan  191.594870   98.521656  105.508467  113.440226  111.757507  114.406594  157.080251         nan  111.784907         nan         nan  151.831553  144.579031         nan  152.123435         nan         nan  113.011735   97.161048  140.306618  181.612577         nan         nan   72.353696  116.032658         nan  117.168525   25.513041         nan   95.205678
         nan   25.188032   82.543090  115.640836   96.087931         nan  191.392281   98.213166  105.498187  113.440715  111.763558  114.406978  156.995876         nan  111.770296         nan         nan  152.138080  144.621039         nan  152.197494         nan         nan  113.024115   97.299647  140.556593  181.061912         nan         nan   72.345709  116.037150         nan  117.181316   25.937133         nan   95.301304
         nan   25.094730   82.468792  115.687509   96.028329         nan  191.188903   97.908134  105.488133  113.441205  111.769543  114.407381  156.912977         nan  111.755121         nan         nan  152.444041  144.662263         nan  152.271838         nan         nan  113.036415   97.437462  140.808687  180.508411         nan         nan   72.338045  116.041616         nan  117.194260   26.360990         nan   95.396488
         nan   25.000266   82.393918  115.734385   95.968547         nan  190.984738   97.606457  105.478308  113.441695  111.775462  114.407804  156.831532         nan  111.739376         nan         nan  152.749393  144.702700         nan  152.346471         nan         nan  113.048634   97.574488  141.062901  179.952196         nan         nan   72.330697  116.046057         nan  117.207356   26.784541         nan   95.491234
         nan   24.904628   82.318472  115.781460   95.908588         nan  190.779792   97.308034  105.468717  113.442186  111.781316  114.408247  156.751521         nan  111.723051         nan         nan  153.054096  144.742351         nan  152.421399         nan         nan  113.060774   97.710719  141.319237  179.393389         nan         nan   72.323658  116.050473         nan  117.220607   27.207719         nan   95.585544
         nan   24.807808   82.242455  115.828732   95.848456         nan  190.574070   97.012767  105.459362  113.442678  111.787107  114.408709  156.672922         nan  111.706140         nan         nan  153.358109  144.781213         nan  152.496626         nan         nan  113.072834   97.846152  141.577694  178.832120         nan         nan   72.316923  116.054864         nan  117.234015   27.630455         nan   95.679423
         nan   24.709795   82.165868  115.876196   95.788154         nan  190.367576   96.720561  105.450247  113.443170  111.792835  114.409192  156.595716         nan  111.688636         nan         nan  153.661392  144.819286         nan  152.572157         nan         nan  113.084814   97.980781  141.838274  178.268520         nan         nan   72.310485  116.059231         nan  117.247580   28.052681         nan   95.772872
         nan   24.610578   82.088712  115.923849   95.727686         nan  190.160315   96.431324  105.441375  113.443664  111.798501  114.409695  156.519882         nan  111.670531         nan         nan  153.963908  144.856568         nan  152.647997         nan         nan  113.096716   98.114603  142.100976  177.702724         nan         nan   72.304338  116.063573         nan  117.261305   28.474331         nan   95.865895
         nan   24.510148   82.010991  115.971687   95.667054         nan  189.952291   96.144967  105.432749  113.444159  111.804106  114.410219  156.445401         nan  111.651817         nan         nan  154.265618  144.893059         nan  152.724151         nan         nan  113.108539   98.247614  142.365799  177.134868         nan         nan   72.298476  116.067891         nan  117.275191   28.895338         nan   95.958495
         nan   24.408495   81.932705  116.019706   95.606263         nan  189.743511   95.861402  105.424373  113.444656  111.809650  114.410763  156.372254         nan  111.632486         nan         nan  154.566486  144.928758         nan  152.800624         nan         nan  113.120284   98.379808  142.632742  176.565095         nan         nan   72.292892  116.072185         nan  117.289240   29.315636         nan   96.050674
         nan   24.365147   81.853856  116.067903   95.545315         nan  189.533979   95.580545  105.416250  113.445155  111.815135  114.411328  156.300422         nan  111.612531         nan         nan  154.866475  144.963664         nan  152.877421         nan         nan  113.131951   98.511184  142.901803  175.993548         nan         nan   72.287582  116.076455         nan  117.303453   29.735160         nan   96.142435
         nan   24.469278   81.774446  116.116274   95.484215         nan  189.323700   95.302312  105.408383  113.445656  111.820562  114.411914  156.229886         nan  111.591943         nan         nan  155.165550  144.997776         nan  152.954547         nan         nan  113.143540   98.641736  143.172979  175.420372         nan         nan   72.282539  116.080702         nan  117.317833   30.153845         nan   96.233780
         nan   24.574664   81.694477  116.164816   95.422966         nan  189.112680   95.026625  105.400776  113.446158  111.825930  114.412521  156.160628         nan  111.570714         nan         nan  155.463677  145.031093         nan  153.032008         nan         nan  113.155052   98.771462  143.446269  174.845715         nan         nan   72.277757  116.084924         nan  117.332381   30.571628         nan   96.324712
         nan   24.681314   81.613951  116.213523   95.361572         nan  188.900924   94.753405  105.393432  113.446664  111.831241  114.413149  156.092631         nan  111.548837         nan         nan  155.760821  145.063615         nan  153.109808         nan         nan  113.166487   98.900359  143.721667  174.269730         nan         nan   72.273231  116.089124         nan  117.347098   30.988446         nan   96.415233
         nan   24.789239   81.532869  116.262393   95.300037         nan  188.688439   94.482577  105.386355  113.447171  111.836496  114.413798  156.025875         nan  111.526302         nan         nan  156.056952  145.095342         nan  153.187953         nan         nan  113.177845   99.028423  143.999171  173.692568         nan         nan   72.268954  116.093300         nan  117.361987   31.404237         nan   96.505346
         nan   24.898450   81.451234  116.311421   95.238365         nan  188.475230   94.214066  105.379546  113.447682  111.841696  114.414469  155.960344         nan  111.503101         nan         nan  156.352036  145.126271         nan  153.266449         nan         nan  113.189127   99.155651  144.278775  173.114384         nan         nan   72.264921  116.097453         nan  117.377049   31.818941         nan   96.595052
         nan   25.008957   81.369048  116.360603   95.176559         nan  188.261302   93.947801  105.373011  113.448195  111.846841  114.415162  155.896020         nan  111.479226         nan         nan  156.646042  145.156404         nan  153.345301         nan         nan  113.200333   99.282041  144.560474  172.535333         nan         nan   72.261127  116.101584         nan  117.392287   32.232496         nan   96.684354
         nan   25.120770   81.286313  116.409936   95.114624         nan  188.046663   93.683713  105.366751  113.448712  111.851932  114.415876  155.832888         nan  111.454668         nan         nan  156.938942  145.185740         nan  153.424514         nan         nan  113.211463   99.407591  144.844262  171.955574         nan         nan   72.257566  116.105692         nan  117.407701   32.644846         nan   96.773254
         nan   25.233901   81.203031  116.459414   95.052563         nan  187.831318   93.421733  105.360770  113.449232  111.856969  114.416613  155.770929         nan  111.429418         nan         nan  157.230705  145.214278         nan  153.504093         nan         nan  113.222518   99.532298  145.130132  171.375263         nan         nan   72.254232  116.109777         nan  117.423294   33.055930         nan   96.861753
         nan   25.348359   81.119204  116.509035   94.990381         nan  187.615273   93.161795  105.355072  113.449755  111.861954  114.417372  155.710128         nan  111.403467         nan         nan  157.521304  145.242018         nan  153.584046         nan         nan  113.233498   99.656159  145.418078  170.794562         nan         nan   72.251119  116.113840         nan  117.439068   33.465694         nan   96.949853
         nan   25.464156   81.034835  116.558794   94.928082         nan  187.398535   92.903835  105.349659  113.450283  111.866888  114.418153  155.650469         nan  111.376807         nan         nan  157.810710  145.268960         nan  153.664377         nan         nan  113.244404   99.779174  145.708090  170.213629         nan         nan   72.248224  116.117881         nan  117.455025   33.874081         nan   97.037556
         nan   25.581302   80.949925  116.608687   94.865669         nan  187.181110   92.647791  105.344535  113.450813  111.871770  114.418956  155.591936         nan  111.349427         nan         nan  158.098898  145.295103         nan  153.745092         nan         nan  113.255235   99.901339  146.000162  169.632626         nan         nan   72.245539  116.121900         nan  117.471166   34.281036         nan   97.124864
         nan   25.699808   80.864478  116.658710   94.803148         nan  186.963006   92.393600  105.339703  113.451348  111.876603  114.419783  155.534513         nan  111.321319         nan         nan  158.385841  145.320447         nan  153.826197         nan         nan  113.265992  100.022655  146.294283  169.051712         nan         nan   72.243061  116.125897         nan  117.487494   34.686507         nan   97.211779
         nan   25.819685   80.778495  116.708858   94.740523         nan  186.744228   92.141205  105.335165  113.451888  111.881385  114.420632  155.478185         nan  111.292474         nan         nan  158.671516  145.344993         nan  153.907697         nan         nan  113.276675  100.143118  146.590442  168.471047         nan         nan   72.240782  116.129873         nan  117.504010   35.090442         nan   97.298301
         nan   25.940942   80.691979  116.759127   94.677797         nan  186.524785   91.890546  105.330926  113.452431  111.886119  114.421504  155.422937         nan  111.262880         nan         nan  158.955897  145.368741         nan  153.989600         nan         nan  113.287285  100.262727  146.888631  167.890793         nan         nan   72.238700  116.133827         nan  117.520717   35.492789         nan   97.384431
         nan   26.063592   80.604933  116.809513   94.614976         nan  186.304682   91.641569  105.326987  113.452980  111.890805  114.422399  155.368754         nan  111.232530         nan         nan  159.238963  145.391689         nan  154.071910         nan         nan  113.297822  100.381483  147.188836  167.311108         nan         nan   72.236807  116.137761         nan  117.537617   35.893500         nan   97.470173
         nan   26.187645   80.517358  116.860011   94.552063         nan  186.083927   91.394217  105.323353  113.453533  111.895443  114.423317  155.315622         nan  111.201413         nan         nan  159.520691  145.413839         nan  154.154635         nan         nan  113.308286  100.499383  147.491046  166.732151         nan         nan   72.235099  116.141673         nan  117.554711   36.292526         nan   97.555525
         nan   26.313111   80.429258  116.910618   94.489064         nan  185.862527   91.148437  105.320026  113.454091  111.900034  114.424260  155.263525         nan  111.169519         nan         nan  159.801059  145.435190         nan  154.237780         nan         nan  113.318678  100.616427  147.795248  166.154080         nan         nan   72.233572  116.145564         nan  117.572002   36.689820         nan   97.640491
         nan   26.440001   80.340636  116.961328   94.425982         nan  185.640489   90.904177  105.317008  113.454654  111.904579  114.425225  155.212451         nan  111.136838         nan         nan  160.080047  145.455744         nan  154.321351         nan         nan  113.328998  100.732614  148.101428  165.577050         nan         nan   72.232219  116.149435         nan  117.589492   37.085337         nan   97.725070
         nan   26.568327   80.251493  117.012137   94.362823         nan  185.417822   90.661387  105.314304  113.455222  111.909079  114.426215  155.162384         nan  111.103360         nan         nan  160.357635  145.475499         nan  154.405355         nan         nan  113.339246  100.847944  148.409571  165.001218         nan         nan   72.231036  116.153285         nan  117.607183   37.479032         nan   97.809263
         nan   26.698100   80.161834  117.063042   94.299592         nan  185.194532   90.420016  105.311916  113.455796  111.913534  114.427228  155.113311         nan  111.069074         nan         nan  160.633806  145.494456         nan  154.489798         nan         nan  113.349423  100.962417  148.719663  164.426736         nan         nan   72.230017  116.157115         nan  117.625077   37.870863         nan   97.893072
         nan   26.829329   80.071659  117.114037   94.236292         nan  184.970628   90.180017  105.309846  113.456376  111.917944  114.428266  155.065220         nan  111.033969         nan         nan  160.908539  145.512616         nan  154.574687         nan         nan  113.359528  101.076031  149.031686  163.853755         nan         nan   72.229159  116.160925         nan  117.643176   38.260788         nan   97.976498
         nan   26.962026   79.980974  117.165118   94.172928         nan  184.746117   89.941342  105.308098  113.456961  111.922312  114.429328  155.018095         nan  110.998036         nan         nan  161.181820  145.529979         nan  154.660028         nan         nan  113.369563  101.188789  149.345625  163.282425         nan         nan   72.228456  116.164716         nan  117.661483   38.648768         nan   98.059540
         nan   27.096202   79.889779  117.216280   94.109506         nan  184.521006   89.703946  105.306675  113.457553  111.926636  114.430415  154.971925         nan  110.961262         nan         nan  161.453630  145.546546         nan  154.745828         nan         nan  113.379527  101.300689  149.661461  162.712892         nan         nan   72.227903  116.168486         nan  117.680000   39.034763         nan   98.142200
         nan   27.231867   79.798079  117.267519   94.046031         nan  184.295305   89.467784  105.305578  113.458151  111.930918  114.431526  154.926696         nan  110.923638         nan         nan  161.723955  145.562317         nan  154.832093         nan         nan  113.389422  101.411731  149.979176  162.145299         nan         nan   72.227495  116.172237         nan  117.698729   39.418737         nan   98.224479
         nan   27.369033   79.705877  117.318831   93.982506         nan  184.069021   89.232812  105.304812  113.458755  111.935158  114.432662  154.882395         nan  110.885151         nan         nan  161.992780  145.577292         nan  154.918831         nan         nan  113.399246  101.521917  150.298750  161.579790         nan         nan   72.227228  116.175969         nan  117.717673   39.800652         nan   98.306376
         nan   27.507710   79.613174  117.370210   93.918938         nan  183.842162   88.998987  105.304379  113.459366  111.939358  114.433823  154.839011         nan  110.845791         nan         nan  162.260090  145.591473         nan  155.006048         nan         nan  113.409001  101.631248  150.620164  161.016502         nan         nan   72.227097  116.179681         nan  117.736833   40.180476         nan   98.387892
         nan   27.647909   79.519976  117.421652   93.855331         nan  183.614736   88.766268  105.304281  113.459983  111.943517  114.435009  154.796530         nan  110.805546         nan         nan  162.525872  145.604859         nan  155.093750         nan         nan  113.418687  101.739722  150.943396  160.455571         nan         nan   72.227097  116.183375         nan  117.756213   40.558175         nan   98.469028
         nan   27.789642   79.426284  117.473153   93.791690         nan  183.386753   88.534615  105.304522  113.460607  111.947636  114.436221  154.754941         nan  110.764405         nan         nan  162.790115  145.617452         nan  155.181946         nan         nan  113.428304  101.847343  151.268424  159.897129         nan         nan   72.227223  116.187050         nan  117.775814   40.933716         nan   98.549783
         nan   27.932918   79.332103  117.524708   93.728021         nan  183.158221   88.303988  105.305103  113.461239  111.951716  114.437458  154.714232         nan  110.722354         nan         nan  163.052806  145.629253         nan  155.270642         nan         nan  113.437853  101.954111  151.595226  159.341306         nan         nan   72.227471  116.190706         nan  117.795639   41.307071         nan   98.630159
         nan   28.077748   79.237435  117.576311   93.664328         nan  182.929147   88.074349  105.306027  113.461878  111.955757  114.438721  154.674390         nan  110.679383         nan         nan  163.313934  145.640261         nan  155.359846         nan         nan  113.447333  102.060026  151.923778  158.788225         nan         nan   72.227836  116.194344         nan  117.815691   41.678210         nan   98.710155
         nan   28.224145   79.142283  117.627960   93.600617         nan  182.699542   87.845660  105.307298  113.462524  111.959760  114.440010  154.635405         nan  110.635479         nan         nan  163.573488  145.650479         nan  155.449563         nan         nan  113.456746  102.165091  152.254055  158.238011         nan         nan   72.228314  116.197964         nan  117.835971   42.047105         nan   98.789771
         nan   28.372117   79.046652  117.679648   93.536892         nan  182.469413   87.617883  105.308916  113.463178  111.963726  114.441325  154.597264         nan  110.590629         nan         nan  163.831460  145.659907         nan  155.539803         nan         nan  113.466091  102.269307  152.586032  157.690780         nan         nan   72.228899  116.201566         nan  117.856483   42.413730         nan   98.869007
         nan   28.521676   78.950545  117.731371   93.473160         nan  182.238769   87.390984  105.310886  113.463839  111.967655  114.442666  154.559956         nan  110.544822         nan         nan  164.087840  145.668546         nan  155.630571         nan         nan  113.475369  102.372675  152.919684  157.146648         nan         nan   72.229588  116.205150         nan  117.877229   42.778061         nan   98.947864
         nan   28.672832   78.853964  117.783124   93.409425         nan  182.007620   87.164928  105.313209  113.464509  111.971547  114.444034  154.523471         nan  110.498044         nan         nan  164.342620  145.676398         nan  155.721877         nan         nan  113.484580  102.475197  153.254982  156.605723         nan         nan   72.230376  116.208716         nan  117.898212   43.140074         nan   99.026341
         nan   28.825596   78.756915  117.834903   93.345693         nan  181.775975   86.939679  105.315888  113.465186  111.975404  114.445428  154.487797         nan  110.450282         nan         nan  164.595793  145.683462         nan  155.813726         nan         nan  113.493724  102.576876  153.591900  156.068114         nan         nan   72.231258  116.212265         nan  117.919434   43.499747         nan   99.104438
         nan   28.979979   78.659400  117.886703   93.281970         nan  181.543842   86.715206  105.318925  113.465872  111.979225  114.446849  154.452924         nan  110.401524         nan         nan  164.847351  145.689741         nan  155.906127         nan         nan  113.502802  102.677712  153.930408  155.533923         nan         nan   72.232230  116.215797         nan  117.940897   43.857059         nan   99.182155
         nan   29.135991   78.561424  117.938518   93.218259         nan  181.311230   86.491475  105.322322  113.466567  111.983012  114.448297  154.418840         nan  110.351755         nan         nan  165.097288  145.695236         nan  155.999088         nan         nan  113.511814  102.777709  154.270477  155.003247         nan         nan   72.233287  116.219312         nan  117.962606   44.211991         nan   99.259491
         nan   29.293643   78.462989  117.990345   93.154568         nan  181.078150   86.268455  105.326081  113.467270  111.986764  114.449772  154.385536         nan  110.300963         nan         nan  165.345599  145.699947         nan  156.092616         nan         nan  113.520760  102.876869  154.612076  154.476182         nan         nan   72.234426  116.222811         nan  117.984561   44.564525         nan   99.336447
         nan   29.452945   78.364101  118.042179   93.090902         nan  180.844610   86.046115  105.330206  113.467982  111.990483  114.451275  154.353000         nan  110.249132         nan         nan  165.592278  145.703876         nan  156.186719         nan         nan  113.529642  102.975193  154.955175  153.952817         nan         nan   72.235641  116.226292         nan  118.006767   44.914642         nan   99.413022
         nan   29.613907   78.264762  118.094014   93.027265         nan  180.610620   85.824424  105.334697  113.468703  111.994169  114.452805  154.321224         nan  110.196251         nan         nan  165.837322  145.707025         nan  156.281405         nan         nan  113.538458  103.072685  155.299740  153.433237         nan         nan   72.236928  116.229758         nan  118.029225   45.262329         nan   99.489216
         nan   29.776539   78.164976  118.145846   92.963665         nan  180.376189   85.603353  105.339557  113.469433  111.997822  114.454363  154.290196         nan  110.142303         nan         nan  166.080725  145.709395         nan  156.376682         nan         nan  113.547209  103.169347  155.645740  152.917526         nan         nan   72.238283  116.233207         nan  118.051939   45.607570         nan   99.565028
         nan   29.940853   78.064749  118.197670   92.900105         nan  180.141326   85.382873  105.344789  113.470172  112.001444  114.455948  154.259907         nan  110.087276         nan         nan  166.322485  145.710987         nan  156.472559         nan         nan  113.555896  103.265182  155.993140  152.405760         nan         nan   72.239702  116.236640         nan  118.074911   45.950352         nan   99.640457
         nan   30.106857   77.964083  118.249481   92.836593         nan  179.906042   85.162957  105.350393  113.470921  112.005033  114.457562  154.230347         nan  110.031153         nan         nan  166.562600  145.711803         nan  156.569043         nan         nan  113.564519  103.360192  156.341905  151.898012         nan         nan   72.241180  116.240057         nan  118.098145   46.290663         nan   99.715504
         nan   30.274562   77.862983  118.301274   92.773133         nan  179.670345   84.943576  105.356373  113.471680  112.008592  114.459204  154.201506         nan  109.973921         nan         nan  166.801067  145.711844         nan  156.666143         nan         nan  113.573079  103.454381  156.692001  151.394353         nan         nan   72.242713  116.243459         nan  118.121643   46.628493         nan   99.790167
         nan   30.443978   77.761453  118.353045   92.709731         nan  179.434246   84.724703  105.362730  113.472449  112.012120  114.460875  154.173375         nan  109.915564         nan         nan  167.037884  145.711112         nan  156.763866         nan         nan  113.581574  103.547751  157.043392  150.894845         nan         nan   72.244297  116.246845         nan  118.145408   46.963831         nan   99.864447
         nan   30.615114   77.659497  118.404789   92.646393         nan  179.197755   84.506314  105.369466  113.473227  112.015618  114.462574  154.145945         nan  109.856066         nan         nan  167.273050  145.709609         nan  156.862223         nan         nan  113.590007  103.640306  157.396039  150.399552         nan         nan   72.245927  116.250216         nan  118.169443   47.296668         nan   99.938342
         nan   30.787981   77.557120  118.456500   92.583125         nan  178.960880   84.288381  105.376582  113.474016  112.019086  114.464302  154.119205         nan  109.795413         nan         nan  167.506564  145.707336         nan  156.961220         nan         nan  113.598377  103.732049  157.749906  149.908528         nan         nan   72.247600  116.253573         nan  118.193752   47.626998         nan  100.011852
         nan   30.962588   77.454326  118.508174   92.519932         nan  178.723632   84.070881  105.384081  113.474815  112.022526  114.466059  154.093148         nan  109.733589         nan         nan  167.738428  145.704296         nan  157.060868         nan         nan  113.606684  103.822983  158.104954  149.421828         nan         nan   72.249310  116.256914         nan  118.218337   47.954814         nan  100.084976
         nan   31.138944   77.351119  118.559807   92.456821         nan  178.486020   83.853788  105.391965  113.475625  112.025936  114.467845  154.067764         nan  109.670577         nan         nan  167.968639  145.700489         nan  157.161174         nan         nan  113.614929  103.913112  158.461144  148.939499         nan         nan   72.251054  116.260241         nan  118.243201   48.280110         nan  100.157713
         nan   31.317059   77.247504  118.611392   92.393797         nan  178.248055   83.637079  105.400234  113.476445  112.029319  114.469661  154.043044         nan  109.606361         nan         nan  168.197201  145.695917         nan  157.262147         nan         nan  113.623113  104.002439  158.818436  148.461587         nan         nan   72.252828  116.263554         nan  118.268348   48.602883         nan  100.230063
         nan   31.496942   77.143486  118.662926   92.330866         nan  178.009746   83.420731  105.408891  113.477276  112.032674  114.471507  154.018979         nan  109.540924         nan         nan  168.424114  145.690584         nan  157.363796         nan         nan  113.631234  104.090969  159.176789  147.988133         nan         nan   72.254627  116.266852         nan  118.293780   48.923128         nan  100.302026
         nan   31.678602   77.039068  118.714403   92.268033         nan  177.771103   83.204722  105.417936  113.478118  112.036002  114.473382  153.995561         nan  109.474251         nan         nan  168.649379  145.684490         nan  157.466131         nan         nan  113.639295  104.178703  159.536162  147.519174         nan         nan   72.256448  116.270136         nan  118.319502   49.240843         nan  100.373599
         nan   31.862047   76.934256  118.765819   92.205306         nan  177.532137   82.989028  105.427373  113.478972  112.039303  114.475287  153.972781         nan  109.406323         nan         nan  168.872998  145.677637         nan  157.569160         nan         nan  113.647294  104.265647  159.896514  147.054743         nan         nan   72.258285  116.273407         nan  118.345515   49.556027         nan  100.444783
         nan   32.047288   76.829054  118.817169   92.142689         nan  177.292857   82.773629  105.437201  113.479837  112.042578  114.477223  153.950631         nan  109.337123         nan         nan  169.094975  145.670028         nan  157.672893         nan         nan  113.655233  104.351805  160.257800  146.594871         nan         nan   72.260136  116.276664         nan  118.371824   49.868679         nan  100.515577
         nan   32.234332   76.723467  118.868448   92.080188         nan  177.053272   82.558503  105.447423  113.480713  112.045827  114.479188  153.929102         nan  109.266634         nan         nan  169.315313  145.661665         nan  157.777338         nan         nan  113.663111  104.437179  160.619979  146.139584         nan         nan   72.261995  116.279908         nan  118.398432   50.178800         nan  100.585980
         nan   32.423188   76.617499  118.919650   92.017810         nan  176.813394   82.343630  105.458040  113.481601  112.049051  114.481185  153.908187         nan  109.194837         nan         nan  169.534014  145.652549         nan  157.882506         nan         nan  113.670929  104.521775  160.983006  145.688904         nan         nan   72.263859  116.283138         nan  118.425342   50.486391         nan  100.655990
         nan   32.613863   76.511156  118.970773   91.955561         nan  176.573232   82.128991  105.469052  113.482501  112.052250  114.483212  153.887876         nan  109.121716         nan         nan  169.751082  145.642683         nan  157.988405         nan         nan  113.678688  104.605595  161.346837  145.242853         nan         nan   72.265724  116.286356         nan  118.452558   50.791454         nan  100.725609
         nan   32.806367   76.404443  119.021809   91.893446         nan  176.332796   81.914564  105.480462  113.483414  112.055425  114.485271  153.868163         nan  109.047250         nan         nan  169.966522  145.632070         nan  158.095046         nan         nan  113.686387  104.688646  161.711427  144.801445         nan         nan   72.267585  116.289561         nan  118.480082   51.093992         nan  100.794833
         nan   33.000707   76.297365  119.072755   91.831471         nan  176.092096   81.700332  105.492271  113.484338  112.058575  114.487360  153.849038         nan  108.971421         nan         nan  170.180338  145.620711         nan  158.202437         nan         nan  113.694027  104.770929  162.076731  144.364694         nan         nan   72.269438  116.292754         nan  118.507919   51.394008         nan  100.863664
         nan   33.196891   76.189925  119.123606   91.769643         nan  175.851141   81.486276  105.504479  113.485275  112.061702  114.489481  153.830496         nan  108.894211         nan         nan  170.392534  145.608609         nan  158.310589         nan         nan  113.701608  104.852451  162.442702  143.932610         nan         nan   72.271280  116.295934         nan  118.536072   51.691507         nan  100.932099
         nan   33.394925   76.082131  119.174357   91.707967         nan  175.609943   81.272378  105.517088  113.486224  112.064806  114.491634  153.812526         nan  108.815600         nan         nan  170.603116  145.595766         nan  158.419511         nan         nan  113.709131  104.933215  162.809294  143.505201         nan         nan   72.273107  116.299102         nan  118.564545   51.986494         nan  101.000138
         nan   33.594818   75.973986  119.225003   91.646450         nan  175.368511   81.058619  105.530098  113.487186  112.067887  114.493818  153.795123         nan  108.735568         nan         nan  170.812090  145.582185         nan  158.529214         nan         nan  113.716595  105.013226  163.176460  143.082471         nan         nan   72.274913  116.302259         nan  118.593341   52.278976         nan  101.067781
